Numero pacchetto,Lunghezza,Data/ora,IP sorgente,IP destinazione,Porta sorgente,Porta destinazione,Host
67,146,2024-09-13 11:53:16.103150,20.42.73.30,172.21.42.227,443,52640
68,52,2024-09-13 11:53:16.103529,172.21.42.227,20.42.73.30,52640,443
69,165,2024-09-13 11:53:18.067710,172.21.42.227,20.42.73.30,52640,443
70,2428,2024-09-13 11:53:18.068451,172.21.42.227,20.42.73.30,52640,443
71,2240,2024-09-13 11:53:18.069022,172.21.42.227,20.42.73.30,52640,443
72,146,2024-09-13 11:53:18.251279,20.42.73.30,172.21.42.227,443,52640
73,52,2024-09-13 11:53:18.252176,172.21.42.227,20.42.73.30,52640,443
74,87,2024-09-13 11:53:18.255515,172.21.42.227,20.42.73.30,52640,443
75,52,2024-09-13 11:53:18.499706,20.42.73.30,172.21.42.227,443,52640
76,166,2024-09-13 11:53:20.162504,172.21.42.227,20.42.73.30,52640,443
77,2428,2024-09-13 11:53:20.163342,172.21.42.227,20.42.73.30,52640,443
78,2428,2024-09-13 11:53:20.163993,172.21.42.227,20.42.73.30,52640,443
79,2131,2024-09-13 11:53:20.164506,172.21.42.227,20.42.73.30,52640,443
80,52,2024-09-13 11:53:20.296154,20.42.73.30,172.21.42.227,443,52640
81,52,2024-09-13 11:53:20.296768,20.42.73.30,172.21.42.227,443,52640
82,52,2024-09-13 11:53:20.297338,20.42.73.30,172.21.42.227,443,52640
83,146,2024-09-13 11:53:20.334634,20.42.73.30,172.21.42.227,443,52640
84,52,2024-09-13 11:53:20.374731,172.21.42.227,20.42.73.30,52640,443
85,166,2024-09-13 11:53:22.251499,172.21.42.227,20.42.73.30,52640,443
86,2428,2024-09-13 11:53:22.251862,172.21.42.227,20.42.73.30,52640,443
87,2240,2024-09-13 11:53:22.252137,172.21.42.227,20.42.73.30,52640,443
88,52,2024-09-13 11:53:22.459233,20.42.73.30,172.21.42.227,443,52640
89,52,2024-09-13 11:53:22.460002,20.42.73.30,172.21.42.227,443,52640
90,150,2024-09-13 11:53:22.460669,20.42.73.30,172.21.42.227,443,52640
91,52,2024-09-13 11:53:22.461152,172.21.42.227,20.42.73.30,52640,443
92,167,2024-09-13 11:53:24.346493,172.21.42.227,20.42.73.30,52640,443
93,2428,2024-09-13 11:53:24.347335,172.21.42.227,20.42.73.30,52640,443
94,2240,2024-09-13 11:53:24.347846,172.21.42.227,20.42.73.30,52640,443
95,52,2024-09-13 11:53:24.492021,20.42.73.30,172.21.42.227,443,52640
96,52,2024-09-13 11:53:24.492752,20.42.73.30,172.21.42.227,443,52640
97,150,2024-09-13 11:53:24.493384,20.42.73.30,172.21.42.227,443,52640
98,52,2024-09-13 11:53:24.493946,172.21.42.227,20.42.73.30,52640,443
99,87,2024-09-13 11:53:24.494572,172.21.42.227,20.42.73.30,52640,443
100,52,2024-09-13 11:53:24.704397,20.42.73.30,172.21.42.227,443,52640
101,168,2024-09-13 11:53:26.440050,172.21.42.227,20.42.73.30,52640,443
102,2428,2024-09-13 11:53:26.440469,172.21.42.227,20.42.73.30,52640,443
103,2428,2024-09-13 11:53:26.440756,172.21.42.227,20.42.73.30,52640,443
104,2131,2024-09-13 11:53:26.441028,172.21.42.227,20.42.73.30,52640,443
105,76,2024-09-13 11:53:26.546540,34.107.243.93,172.21.42.227,443,33142
106,80,2024-09-13 11:53:26.547120,172.21.42.227,34.107.243.93,33142,443
107,52,2024-09-13 11:53:26.584635,20.42.73.30,172.21.42.227,443,52640
108,52,2024-09-13 11:53:26.585259,20.42.73.30,172.21.42.227,443,52640
109,52,2024-09-13 11:53:26.585692,20.42.73.30,172.21.42.227,443,52640
110,146,2024-09-13 11:53:26.586589,20.42.73.30,172.21.42.227,443,52640
111,52,2024-09-13 11:53:26.587187,34.107.243.93,172.21.42.227,443,33142
112,52,2024-09-13 11:53:26.624723,172.21.42.227,20.42.73.30,52640,443
